,Name,Attendance,Capacity (%),Day,Gross,Gross Potential,Month,Performances,Weeks,Sentimentality,Category,Synopsis,First Week,Grand Mean,Tony Season,Best Actor,Best Actress,Best Director,Best Musical,Best Revival,Total Tonys,Unnamed: 0,Censored
63,How To Succeed In Business Without Really Trying '11,9676.261538461538,88.27692307692308,15.538461538461538,919088.676923077,69.67692307692307,5.907692307692308,7.276923076923077,65,0.16945,Positive,"How to Succeed in Business Without Really Trying is a musical by Frank Loesser and book by Abe Burrows, Jack Weinstock, and Willie Gilbert, based on Shepherd Mead's 1952 book of the same name. The story concerns young, ambitious J. Pierrepont Finch, who, with the help of the book How to Succeed in Business Without Really Trying, rises from window washer to chairman of the board of the World Wide Wicket Company.
The musical, starring Robert Morse and Rudy Vallee, opened at the 46th Street Theatre on Broadway in October 1961, running for 1,417 performances. The show won seven Tony Awards, the New York Drama Critics Circle award, and the 1962 Pulitzer Prize for Drama.
In 1967, a film based on the musical was released by United Artists, with Morse and Vallee re-creating their stage roles.
A 1995 revival was mounted at the same theatre as the original production (now named the Richard Rodgers Theatre). It ran for 548 performances and starred Matthew Broderick and Megan Mullally. A 50th-anniversary Broadway revival directed and choreographed by Rob Ashford and starring Daniel Radcliffe and John Larroquette opened on March 27, 2011, at the Al Hirschfeld Theatre and ran for 473 performances.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0
64,If/Then,8403.074074074075,80.74074074074075,15.907407407407407,733984.0925925926,57.425925925925924,6.425925925925926,7.425925925925926,54,0.10780303,Positive,"If/Then is a musical with a libretto by Brian Yorkey and a theatrical score by Tom Kitt, directed by Michael Greif. It tells the story of a 38-year-old woman named Elizabeth who moves back to New York City for a fresh start.
If/Then began previews on Broadway at the  Richard Rodgers Theatre on March 5, 2014, opened on March 30, 2014, and closed on March 22, 2015, a total of 401 performances and 29 previews. The cast recording was released by Masterworks Broadway on June 3, 2014, and debuted at number 19 on the Billboard 200, the highest-charting Broadway cast recording since the cast recording of Rent was released in 1996.If/Then started its national tour in Denver, Colorado on October 13, 2015. On January 27th, 2016, Jackie Burns replaced Idina Menzel as Elizabeth for the remainder of the tour.",62.0,35.03636364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0
65,In The Heights,8703.217105263158,80.63815789473684,15.842105263157896,692782.5394736842,66.85526315789474,6.6381578947368425,7.7894736842105265,152,0.222840067,Positive,"In the Heights is a musical with music and lyrics by Lin-Manuel Miranda and book by Quiara Alegría Hudes. The story is set over the course of three days, involving characters in the largely Hispanic-American neighborhood of Washington Heights in New York City.
After a 2005 tryout in Waterford, Connecticut and a 2007 Off-Broadway run, the show opened on Broadway in March 2008. It was nominated for thirteen Tony Awards and won four, including the 2008 Best Musical, Best Original Score, and Best Choreography awards. A film adaptation of the musical is set for release in Summer 2020.",27.14285714,38.53289474,0.0,1.0,1.0,0.0,1.0,0.0,3.0,65.0,1.0
66,It Shoulda Been You,5833.523809523809,73.47619047619048,16.238095238095237,375288.1904761905,38.76190476190476,5.476190476190476,6.428571428571429,21,0.045340909000000006,Neutral,"It Shoulda Been You is a musical with music by Barbara Anselmi and book and lyrics by Brian Hargrove. The musical ran on Broadway from March 17, 2015 (previews) to August 9, 2015. The musical involves a wedding which brings together the families who are quite, and comically, different.",7.571428571,9.907801418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0
67,Jekyll & Hyde '13,6564.166666666667,54.833333333333336,14.5,411706.6666666667,29.0,4.333333333333333,5.0,6,0.274744108,Positive,"Jekyll & Hyde is a musical horror-drama loosely based on the novella Strange Case of Dr Jekyll and Mr Hyde by Robert Louis Stevenson. Originally conceived for the stage by Frank Wildhorn and Steve Cuden, it features music by Wildhorn, a book by Leslie Bricusse and lyrics by Wildhorn, Bricusse and Cuden. After a world premiere run in Houston, Texas, the musical embarked on a national tour of the United States prior to its Broadway debut in 1997. Many international productions in various languages have since been staged including two subsequent North American tours, two tours in the United Kingdom, a concert version and re-vamped US tour in 2012 ahead of a 2013 Broadway revival.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0
68,Jersey Boys,8623.575555555555,88.10888888888888,15.713333333333333,923476.4777777778,84.33777777777777,6.348888888888889,7.98,450,0.052714646,Positive,"Jersey Boys is a 2005 jukebox musical with music by Bob Gaudio, lyrics by Bob Crewe, and book by Marshall Brickman and Rick Elice. It is presented in a documentary-style format that dramatizes the formation, success and eventual break-up of the 1960s rock 'n' roll group The Four Seasons. The musical is structured as four ""seasons"", each narrated by a different member of the band who gives his own perspective on its history and music. Songs include ""Big Girls Don't Cry"", ""Sherry"", ""December 1963 (Oh, What A Night)"", ""My Eyes Adored You"", ""Stay"", ""Can't Take My Eyes Off You"", ""Working My Way Back to You"" and ""Rag Doll"", among others.
The musical ran on Broadway from 2005 to 2017, and since its debut it has been on two North American national tours and two national tours of The UK and Ireland. There have been productions of the show in London's West End, Las Vegas, Chicago, Toronto, Melbourne and other Australian cities, Singapore, South Africa, The Netherlands, Japan, Dubai, and China.  Jersey Boys won four 2006 Tony Awards including Best Musical, and the 2009 Laurence Olivier Award for Best New Musical.",20.14285714,16.16504854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
69,Jesus Christ Superstar '12,7845.722222222223,72.16666666666667,14.11111111111111,604610.6111111111,50.888888888888886,4.611111111111111,6.444444444444445,18,0.020432692,Neutral,"Jesus Christ Superstar Live in Concert is an American musical television special that was broadcast live on NBC on April 1, 2018 (Easter Sunday). Executive produced by Craig Zadan, Neil Meron, Andrew Lloyd Webber, Tim Rice, and Marc Platt, it was a staged concert performance of the 1970 rock opera Jesus Christ Superstar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0
70,Kinky Boots,9833.132596685084,87.08839779005525,15.69060773480663,1131649.9834254144,79.29281767955801,6.3535911602209945,7.745856353591161,181,0.20894697,Positive,"Kinky Boots is a Broadway musical with music and lyrics by Cyndi Lauper and a book by Harvey Fierstein. 
Based on the 2005 British film Kinky Boots, written by Geoff Deane and Tim Firth and inspired by true events, the musical tells the story of Charlie Price. Having inherited a shoe factory from his father, Charlie forms an unlikely partnership with cabaret performer and drag queen Lola to produce a line of high-heeled boots and save the business. In the process, Charlie and Lola discover that they are not so different after all.
Following the show's conception in 2006, the creative team was assembled by 2010. The original production of Kinky Boots premiered at the Bank of America Theatre in Chicago in October 2012, with both direction and choreography by Jerry Mitchell, and starring Stark Sands and Billy Porter as Charlie and Lola, respectively. It made its Broadway debut at the Al Hirschfeld Theatre on April 4, 2013, following previews that began on March 3, 2013. The musical began its US tour in 2014.
Having initially been less well received by theatre critics and at the box office than another 2013 Broadway production, Matilda the Musical, Kinky Boots entered the 2013 awards season as an underdog. However, less than a month after opening, Kinky Boots surpassed this rival with audiences in weekly box office gross and later enjoyed a post-Tony boost in advance sales.  The production earned a season-high 13 nominations and 6 Tony wins, including Best Musical and Best Score for Lauper in her first outing as a Broadway songwriter, making her the first woman to win alone in that category. The musical's cast album premiered at number one on the Billboard Cast Albums Chart and number fifty-one on the Billboard 200 chart. In 2016, it won three Laurence Olivier Awards, including Best New Musical.",12.28571429,14.071823199999999,1.0,1.0,1.0,0.0,1.0,0.0,3.0,70.0,0.0
71,La Cage Aux Folles '10,6208.232142857143,73.39285714285714,15.696428571428571,518889.51785714284,56.964285714285715,6.303571428571429,7.732142857142857,56,0.15314213599999998,Positive,"La Cage aux Folles (French pronunciation: ​[la kaʒ o fɔl]) is a musical with a book by Harvey Fierstein and lyrics and music by Jerry Herman. Based on the 1973 French play of the same name by Jean Poiret, it focuses on a gay couple: Georges, the manager of a Saint-Tropez nightclub featuring drag entertainment, and Albin, his romantic partner and star attraction, and the farcical adventures that ensue when Georges's son, Jean-Michel, brings home his fiancée's ultra-conservative parents to meet them. La cage aux folles literally means ""the cage of mad women"". However, folles is also a slang term for effeminate homosexuals (queens).
The original 1983 Broadway production received nine nominations for Tony Awards and won six, including Best Musical, Best Score and Best Book. The success of the musical spawned a West End production and several international runs. The 2004 Broadway revival won the Tony Award for Best Revival, and the 2008 London revival garnered the Laurence Olivier Award for Best Musical Revival. The 2010 Broadway revival was nominated for eleven Tony Awards, winning the Tony Award for Best Revival of a Musical. La Cage aux Folles is the first musical which has won the Tony Award for Best Revival of a Musical twice and it has won a Best Musical Tony Award (Best Musical or Best Revival of a Musical) for each of its Broadway productions. The show has garnered five nominations for Tony Award for Best Actor in a Musical from its three Broadway productions, twice for portrayers of Georges and three times for portrayers of Albin, winning the award twice (both for actors playing Albin).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0
72,Leap Of Faith,8336.833333333334,83.83333333333333,15.5,223973.33333333334,17.333333333333332,4.333333333333333,3.1666666666666665,6,0.145873737,Neutral,"Leap of Faith is a stage musical based on the 1992 American movie of the same name, which starred Steve Martin. The music is by Alan Menken, with lyrics by Glenn Slater and a book by Janus Cercone and Slater about a con man posing as a man of faith, who is redeemed by the love of a good woman.
The musical premiered in September 2010 in Los Angeles for a limited run through October, directed and choreographed by Rob Ashford. The musical opened on Broadway in April 2012.",35.85714286,40.77777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0
73,Legally Blonde,9918.857142857143,73.30952380952381,15.619047619047619,637297.0952380953,68.0,5.404761904761905,8.0,42,0.113930556,Negative,"Legally Blonde is a musical with music and lyrics by Laurence O'Keefe and Nell Benjamin and book by Heather Hach. The story is based on the novel Legally Blonde by Amanda Brown and the 2001 film of the same name. It tells the story of Elle Woods, a sorority girl who enrolls at Harvard Law School to win back her ex-boyfriend Warner. She discovers how her knowledge of the law can help others, and successfully defends exercise queen Brooke Wyndham in a murder trial. Throughout the show, no one has faith in Elle Woods, but she manages to surprise them when she defies expectations while staying true to herself.
Legally Blonde premiered in pre-Broadway tryouts in San Francisco, California. In April 2007 the show moved to Broadway, opening to mixed reviews and disappointing sales. Jerry Mitchell directed and choreographed. The original cast starred Laura Bell Bundy as Elle, Christian Borle as Emmett and Richard H. Blake as Warner. It received seven Tony nominations and ten Drama Desk nominations but did not win any. The West End production opened in January 2010 at the Savoy Theatre. The West End production was nominated for five Laurence Olivier Awards and won three, including the Best New Musical award.
The musical was recorded in September 2007 and aired on MTV in October 2007. Following this, a reality television program was aired showing the audition process for the next person to play Elle Woods on Broadway. The winner was Bailey Hanks, who played the role from July 23, 2008 until the production closed on October 19, 2008. The runner-up, Autumn Hurlbert, was Hanks' understudy.",11.42857143,19.76190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0
74,Lysistrata Jones,4357.444444444444,67.66666666666667,14.11111111111111,154574.66666666666,21.666666666666668,9.222222222222221,3.3333333333333335,9,0.1,Neutral,"Lysistrata Jones is a musical comedy adaptation of Aristophanes' comedy Lysistrata. The book is by Douglas Carter Beane and the score is by Lewis Flinn.  After a critically acclaimed off-Broadway run with Transport Group Theatre Company, the show opened on Broadway in December 2011 and closed in January 2012. The show tells the tale of the men on a losing college basketball team whose cheerleader girlfriends refuse to have sex with them until they win a game.",24.42857143,34.87719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1.0
75,Mamma Mia!,9520.708229426435,84.23192019950125,15.660847880299253,797747.7755610973,63.408977556109726,6.346633416458853,7.972568578553616,401,0.16875,Positive,"Mamma Mia! (promoted as Benny Andersson & Björn Ulvaeus' Mamma Mia!) is a jukebox musical written by British playwright Catherine Johnson, based on the songs of ABBA composed by Benny Andersson and Björn Ulvaeus, former members of the band. The title of the musical is taken from the group's 1975 chart-topper ""Mamma Mia"".  Ulvaeus and Andersson, who composed the original music for ABBA, were involved in the development of the show from the beginning. Singer Anni-Frid Lyngstad has been involved financially in the production and she has also been present at many of the premieres around the world.
The musical includes such hits as ""Super Trouper"", ""Lay All Your Love on Me"", ""Dancing Queen"", ""Knowing Me, Knowing You"", ""Take a Chance on Me"", ""Thank You for the Music"", ""Money, Money, Money"", ""The Winner Takes It All"", ""Voulez-Vous"", ""SOS"" and the title track. Over 60 million people have seen the show, which has grossed $2 billion worldwide since its 1999 debut. A film adaptation starring Meryl Streep, Colin Firth, Pierce Brosnan, Amanda Seyfried, Christine Baranski, Stellan Skarsgård and Julie Walters was released in July 2008.
As of 2018, the show has productions in London's West End, where it is the seventh longest-running show in West End history, as well as various international productions. Its Broadway incarnation closed in September 2015 after a 14-year run, making it the ninth longest-running show in Broadway history.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0
76,Mary Poppins,11306.285185185185,79.0111111111111,15.681481481481482,838314.5518518519,64.24814814814815,6.333333333333333,7.962962962962963,270,0.340416667,Positive,"Mary Poppins is a musical with music and lyrics by Richard M. Sherman and Robert B. Sherman (the Sherman Brothers) and additional music and lyrics by George Stiles and Anthony Drewe, and a script by Julian Fellowes. The musical is based on the similarly titled Mary Poppins children's books by P. L. Travers and the 1964 Disney film, and is a fusion of various elements from the two, including songs from the film.
Produced by Cameron Mackintosh and Walt Disney Theatrical and directed by Richard Eyre with co-direction from Matthew Bourne who also acted as co-choreographer with Stephen Mear, the original West End production opened in December 2004 and won two Olivier Awards, one for Best Actress in a Musical and the other for Best Theatre Choreography. A Broadway production with a near-identical creative team opened in November 2006, with only minor changes from the West End version. It received seven Tony Award nominations, including Best Musical, and won for Best Scenic Design. The original Broadway production closed in March 2013, after 2,619 performances. Touring productions followed.
The musical has become a popular choice for schools and community theatres to produce.",34.0,45.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0
77,Matilda,10473.783333333333,91.99444444444444,15.761111111111111,1001403.2,78.71666666666667,6.372222222222222,7.7444444444444445,180,-0.068333333,Positive,"Matilda the Musical is a stage musical based on the 1988 children's novel of the same name by Roald Dahl. It was adapted by Dennis Kelly, with music and lyrics by Tim Minchin. The musical's narrative centres on Matilda, a precocious 5-year-old girl with the gift of telekinesis, who loves reading, overcomes obstacles caused by her family and school, and helps her teacher to reclaim her life. After a twelve-week trial run staged by the Royal Shakespeare Company (RSC) at Stratford-upon-Avon from November 2010 to January 2011, it received its West End premiere on 24 November 2011 at the Cambridge Theatre and its Broadway premiere on 11 April 2013 at the Shubert Theatre.
Matilda has received widespread critical acclaim and box-office popularity, winning seven 2012 Olivier Awards, including Best New Musical—at the time, the most such awards ever won by a single show. At the 2013 Olivier Awards, the show jointly held the record with the play The Curious Incident of the Dog in the Night-Time before both were overtaken by Harry Potter and the Cursed Child in 2017 with 9 awards, however Matilda still holds the record for most Olivier awards won by a musical, tying with Hamilton in 2018. At the 2013 Tony Awards, the show won five awards, including the Tony Award for Best Book of a Musical.",58.0,59.73333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
78,Memphis,9204.873333333333,78.58,15.713333333333333,696358.9333333333,57.193333333333335,6.366666666666666,7.766666666666667,150,0.004578283,Positive,"Memphis is a musical by David Bryan (music and lyrics) and Joe DiPietro (lyrics and book). It is loosely based on Memphis disc jockey Dewey Phillips, one of the first white DJs to play black music in the 1950s. It played on Broadway from October 19, 2009 to August 5, 2012.  This production won four 2010 Tony Awards, including Best Musical. The show was previously staged at the North Shore Music Theatre in Beverly, Massachusetts and TheatreWorks in Mountain View, California during the 2003-04 season, as well as the 5th Avenue Theatre in Seattle during the 2008-2009 season.",49.0,57.40666667,1.0,1.0,1.0,0.0,1.0,0.0,3.0,78.0,1.0
79,Million Dollar Quartet,5753.424242424242,60.21212121212121,15.712121212121213,433109.0303030303,39.515151515151516,6.03030303030303,7.409090909090909,66,0.173645833,Neutral,"Million Dollar Quartet is a jukebox musical with a book by Colin Escott and Floyd Mutrux. It dramatizes the Million Dollar Quartet recording session of December 4, 1956, among early rock and roll/country stars who recorded at Sun studio in Memphis, which are Elvis Presley, Johnny Cash and Carl Perkins, and newcomer Jerry Lee Lewis. The musical opened on Broadway in 2010, after several tryouts and regional productions, and spawned a 2011 West End production.",32.0,31.53030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0
80,Monty Python'S Spamalot,8806.925925925925,76.42592592592592,15.685185185185185,634571.6666666666,61.48148148148148,6.333333333333333,8.0,54,0.10010101,Positive,"Monty Python's Spamalot is a musical comedy adapted from the 1975 film Monty Python and the Holy Grail.  Like the motion picture, it is a highly irreverent parody of the Arthurian legend, but it differs from the film in many ways. The original 2005 Broadway production, directed by Mike Nichols, received 14 Tony Awards nominations, winning in three categories, including Best Musical. During its initial run of 1,575 performances, it was seen by more than two million people and grossed over $175 million.",47.85714286,21.96296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0
81,Motown The Musical 2016,6634.0,71.0,24.0,498693.6666666667,43.333333333333336,7.0,8.0,3,0.231174242,Neutral,"Motown: The Musical is a jukebox musical that premiered on Broadway in April 2013.  The musical is based on Berry Gordy's autobiography To Be Loved: The Music, the Magic, the Memories of Motown (1994), and on the history of his founding and running of the Motown record label, and his personal and professional relationships with Motown artists such as Diana Ross, Smokey Robinson, Marvin Gaye, and Michael Jackson. The production's music and lyrics are taken from selections from the Motown catalog. It received four nominations at the 67th Tony Awards.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0
82,Newsies,9037.1640625,95.2734375,15.5390625,851568.1015625,80.1875,6.4140625,7.84375,128,0.19462914899999997,Neutral,"Newsies The Musical is a musical based on the 1992 musical film Newsies, which in turn was inspired by the real-life Newsboys Strike of 1899 in New York City. The show has music by Alan Menken, lyrics by Jack Feldman, and a book by Harvey Fierstein based on film's screenplay by Bob Tzudiker and Noni White. The musical premiered at the Paper Mill Playhouse in 2011 and made its Broadway debut in 2012, where it played for more than 1,000 performances before touring.",53.28571429,36.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0
83,Next To Normal,4988.252631578947,81.36842105263158,16.010526315789473,334363.0105263158,53.85263157894737,6.88421052631579,7.71578947368421,95,0.108583333,Positive,"Next to Normal (stylized as next to normal) is a 2008 American rock musical with book and lyrics by Brian Yorkey and music by Tom Kitt.  The story centers on a mother who struggles with worsening bipolar disorder and the effects that managing her illness has on her family.  The musical addresses grief, suicide, drug abuse, ethics in modern psychiatry, and the underbelly of suburban life.
Before its Off-Broadway debut, Next to Normal received several workshop performances and won the Outer Critics Circle Award for Outstanding New Score and received Drama Desk Awards nominations for Outstanding Actress (Alice Ripley) and Outstanding Score. After its Off-Broadway run, the show played from November 2008 to January 2009 at the Arena Stage while the theater was in its temporary venue in Virginia.
The musical opened on Broadway in April 2009. It was nominated for eleven Tony Awards that year and won three: Best Original Score, Best Orchestration, and Best Performance by a Leading Actress in a Musical for Alice Ripley.  It also won the 2010 Pulitzer Prize for Drama, becoming the eighth musical in history to receive the honor.  Rent, which was also directed by Michael Greif,  was the last musical to win the Pulitzer, in 1996.  In awarding the prize to Kitt and Yorkey, the Pulitzer Board called the show ""a powerful rock musical that grapples with mental illness in a suburban family and expands the scope of subject matter for musicals.""The first US national tour launched in November 2010, with Alice Ripley reprising her Broadway role; the tour concluded in July 2011. The Broadway production closed in January 2011 after more than 700 performances. There have been numerous international productions.",16.28571429,16.82105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0
84,Nice Work If You Can Get It,8491.75,74.9375,15.375,804089.78125,58.84375,6.265625,7.46875,64,0.271375,Neutral,"Nice Work If You Can Get It is a musical featuring songs by George and Ira Gershwin, with a book written by Joe DiPietro, and based on material by Guy Bolton and P. G. Wodehouse.  Nice Work premiered on Broadway in April 2012.",51.42857143,35.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0
85,On A Clear Day You Can See Forever,7380.416666666667,76.5,16.083333333333332,604431.5833333334,51.333333333333336,7.166666666666667,4.75,12,0.1135,Positive,On a Clear Day You Can See Forever is a 1970 American musical comedy-drama fantasy film directed by Vincente Minnelli. The screenplay by Alan Jay Lerner is adapted from his book for the 1965 stage production of the same name. The songs feature lyrics by Lerner and music by Burton Lane. The American Film Institute has listed On a Clear Day You Can See Forever as one of the 100 greatest musical films ever.,38.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0
86,On The Twentieth Century,5368.652173913043,96.56521739130434,15.869565217391305,491229.5652173913,62.30434782608695,4.565217391304348,6.260869565217392,23,0.049803241,Positive,"On the Twentieth Century is a musical with book and lyrics by Betty Comden and Adolph Green and music by Cy Coleman. Based partly on the 1930s film and play of the same name, the musical is part operetta, part farce and part screwball comedy. The story involves the behind-the-scenes relationship between Lily, a temperamental actress and Oscar, a bankrupt theatre producer. On a luxury train traveling from Chicago to New York in the 1920s, Oscar tries to cajole the glamorous Hollywood star into playing the lead in his new, but not-yet-written drama, and perhaps to rekindle their romance.
The musical ran on Broadway in 1978–1979, running for 449 performances and winning five Tony Awards. It showcased Madeline Kahn in the role of Lily Garland, and when Kahn left the show, the role launched the career of Judy Kaye. Several revivals followed in London and elsewhere, and a 2015 Broadway revival featured Kristin Chenoweth and Peter Gallagher.

",50.71428571,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0
87,On Your Feet!,9637.511111111111,74.84444444444445,15.844444444444445,981192.5777777778,63.44444444444444,6.088888888888889,7.155555555555556,45,0.219147727,Positive,"On Your Feet! is a jukebox musical that played on Broadway at the Marquis Theatre. Based on the lives and music of 26-time Grammy Award-winning husband-and-wife team Gloria and Emilio Estefan, the musical has a book written by Alexander Dinelaris and a score built around the Cuban-fusion pop music made famous by Gloria Estefan. The songs featured include ""Get on Your Feet,"" ""Conga,"" ""1-2-3,"" and ""Rhythm Is Gonna Get You."" The musical also features the original song ""If I Never Got to Tell You"" with lyrics by Gloria Estefan and music by her daughter Emily Estefan.After playing on Broadway for two years, Gloria Estefan announced there are several international productions in the works. The Dutch adaptation was the first to launch. In the presence of Gloria and Emilio Estefan, a fully Dutch cast performed the musical for the first time in Utrecht, Netherlands on October 17, 2017. International tours and sit down productions have also been announced for Germany, Italy, Mexico, Japan and France.
After a pre-Broadway engagement in Chicago during the summer of 2015, On Your Feet! opened on Broadway on November 5, 2015. It opened to positive reviews and box office success. The musical received seven Outer Critics Circle Award nominations, three Drama League Award nominations and a Tony Award nomination for Best Choreography.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
88,On the Town (musical),9058.68,62.88,15.92,600124.3,34.64,6.38,7.2,50,0.030797348,Positive,"On the Town is a musical with music by Leonard Bernstein and book and lyrics by Betty Comden and Adolph Green, based on Jerome Robbins' idea for his  1944 ballet Fancy Free, which he had set to Bernstein's music. The musical introduced several popular and classic songs, among them ""New York, New York"", ""Lonely Town"", ""I Can Cook, Too"" (for which Bernstein also wrote the lyrics), and ""Some Other Time"".  The story concerns three American sailors on a 24-hour shore leave in New York City during wartime 1944. Each of the three sailors meets and quickly connects with a woman.
On the Town was first produced on Broadway in 1944 and was made into a film in 1949, although the film replaced all but three of the original Broadway songs with Hollywood-written substitutes. The show has enjoyed a number of major revivals. The musical integrates dance into its storytelling: Robbins made a number of ballets and extended dance sequences for the show, including the ""Imaginary Coney Island"" ballet.",13.0,9.322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0
89,Once,7261.926174496644,85.79194630872483,15.577181208053691,740313.9597315437,71.84563758389261,6.8120805369127515,7.8389261744966445,149,-0.001876263,Positive,"Once is a musical based on the 2007 film of the same name by John Carney. Like the film, music and lyrics were by Glen Hansard and Markéta Irglová, including the Academy Award-winning ""Falling Slowly"". The book for the musical was written by Enda Walsh. The musical premiered at the New York Theatre Workshop in 2011, before transferring to Broadway in 2012. The production received eleven 2012 Tony Award nominations, and won eight including Best Musical, Best Actor and Best Book. The musical also won the 2012 Drama Desk Award for Outstanding Musical and the 2013 Grammy Award for Best Musical Theater Album. It has since spawned a London production, with a North American Tour which started on 1 October 2013.
In the musical, the cast also serves as the orchestra. A minimalist set is used, including a bar in center stage with chairs lining stage left and right. Exiting cast members simply step to the side of the stage and sit down. They serve as the orchestra from these chairs. The bar is used before the show and at intermission as a working bar for theater patrons.",56.28571429,55.58389262,1.0,1.0,1.0,1.0,1.0,0.0,4.0,89.0,1.0
90,Pal Joey,6488.8125,84.9375,15.25,348411.6875,50.9375,6.0,5.3125,16,0.24022727300000002,Positive,"Pal Joey is a musical with a book by John O'Hara and music and lyrics by Richard Rodgers and Lorenz Hart. The musical is based on a character and situations O'Hara created in a series of short stories published in The New Yorker, which he later published in novel form. The title character, Joey Evans, is a manipulative small-time nightclub performer whose ambitions lead him into an affair with the wealthy, middle-aged and married Vera Simpson. It includes two songs that have become standards: ""I Could Write a Book"" and ""Bewitched, Bothered and Bewildered"".
The original 1940 Broadway production was directed by George Abbott and starred Vivienne Segal and Gene Kelly. Though it received mixed reviews, the show ran for 10 months, the third-longest run of any Rodgers and Hart musical. There have been several revivals since, including a 2008–09 Broadway run, and a 1957 film adaptation starring Frank Sinatra, Rita Hayworth and Kim Novak.",31.42857143,27.01886792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0
91,Paramour,10139.5,79.16666666666667,15.777777777777779,920356.1111111111,64.77777777777777,6.0,5.222222222222222,18,0.05,Neutral,"Paramour was Cirque du Soleil's first resident musical theatre show at the Lyric Theatre on Broadway, New York City. Paramour was themed to the ""Golden age of Hollywood"" and followed the life of ""a poet who is forced to choose between love and art"". It had similar elements to Cirque du Soleil's retired Los Angeles resident show in Iris (which was also themed on cinema) written and created by Philippe Decouflé, and had a 38-person onstage cast with actress Ruby Lewis in the lead as Indigo. Paramour began preview shows on April 16, 2016, with an official premiere on May 25, 2016. It closed exactly one year after its first preview show, on 16 April 2017.
During previews, Paramour got off to a strong start and grossed over $1 million in its first six shows.The show was directed by French director-choreographer Philippe Decouflé, who was also the director of the cinema themed Cirque du Soleil show Iris. The rest of the creative team was also the same as for Iris apart from the assistant directors, composer and sound designer. Scenes from Iris, such as aerial straps performed by the Atherton twins (who also performed in Iris), were incorporated into Paramour.The show closed on Broadway on 16 April 2017 after 31 previews and 366 performances. Despite average box office sales, Cirque was allegedly paid $23 million to terminate its contract early, in order to vacate the Lyric and allow for the necessary renovations for the show's successor, Harry Potter and the Cursed Child which had a sold out track record since opening on the West End.Paramour is scheduled to reopen in April 2019 in Hamburg, Germany.",59.71428571,53.76666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
92,Passing Strange,4057.0833333333335,52.125,15.375,215057.25,31.583333333333332,4.5,6.875,24,-0.03942735,Positive,"Passing Strange is a comedy-drama rock musical about a young African American's artistic journey of self-discovery in Europe, with strong elements of philosophical existentialism, metafiction (especially self-referential humor), and the artistic journey. The musical's lyrics and book are by Stew with music and orchestrations by Heidi Rodewald and Stew. It was created in collaboration with director Annie Dorsen.
The musical was developed at the Sundance Institute Theatre Lab in 2004 and 2005, one of the few works to be invited back for a second round of development.  It had productions in Berkeley, California and Off-Broadway before opening on Broadway in 2008, garnering strong reviews and several awards. Spike Lee filmed the musical on Broadway in July 2008, premiering the film in 2009.",11.71428571,17.7345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0
